petAge,petGender,petBreed,PetCancerSuspect,Note,PetRiskValue
16/04/2016,F,Pug,Yes,None,0.023
7/2/16,MN,Mix,No,Tarter on upper canines,0.023
6/2/14,FS,Siberian Husky,No,A few lipomas and other lumps/bumps throughout the years,0.023
14/02/2014,MN,German Shepherd Dog,No,NA,0.023
23/09/2020,MN,Golden Retriever,No,Vet diagnosis of lipoma want to confirm. ,0.024
15/01/2015,FS,Labrador Retriever,Yes,Shallow breathing ,0.024
9/8/15,MN,American Cocker Spaniel,No,He is healthy! His eosinophils were a tad high in May blood work. 14 range of 2-10. ,0.024
31/12/2016,M,Mastiff,Yes,limping,0.024
21/11/2016,MN,Shetland Sheepdog,No,None ,0.024
12/6/23,FS,Yorkshire Terrier,No,NA,0.024
31/12/1113,MN,Poodle,No,NA,0.024
1/1/19,M,Bulldog,No,Auto-Immune Disorder,0.024
1/4/23,M,Golden Retriever,No,None,0.024
23/03/2018,FS,German Shepherd Dog,No,NA,0.024
24/06/2010,M,Pug,No,None,0.024
18/09/2017,F,Golden Retriever,No,NA,0.024
25/12/2013,NA,Labrador Retriever,Yes,He’s been throwing up a lot stomach/potty issues. Itching a lot his brother died from cancer and Jase currently have some bumps on his skin. Vet said it’s benign. ,0.024
11/1/16,MN,Golden Retriever,No,Preventative cancer screening,0.024
31/03/2012,M,American Staffordshire Terrier,Yes,I noticed that he sometimes stumbles when I walk him. It always happens on his left front leg. I am feeling a marble sized floating mass in the skin fold between his leg and chest. I don't know if it is his normal anatomy or something else and want to rule out CA.,0.024
11/11/15,F,German Shepherd Dog,No,Preventative maintenance,0.024
21/08/2020,FS,MIXED,Yes,Presented with diarrhea and vomiting while in Colorado in June. Johnny another canine exhibited similar symptoms but recovered. Upon returning to Cruces continued to experience vomiting without diarrhea. Anorexia noted for 8 days towards the end of July. Ascites observed. 5 years old and the only female among five dogs. Plays a significant role in the pack dynamics. Hematology revealed mildly elevated leukocytes. Liver function tests were within normal limits. CBC: Platelets 275 White Blood Cell count 12.07 Hematocrit 32% Total Protein 6.4. PT: 11 seconds APTT: 95 seconds (both within reference range). Ultrasound-guided fine-needle aspiration (FNA) of liver and spleen performed. Liver sample revealed granulated mast cells. Obtain a CBC and coagulation profile. Perform liver and spleen aspiration if coagulation profile is satisfactory. Consider core biopsy if indicated. Consult with an oncologist via Zoom for treatment planning. Potential treatments include Palladia omeprazole and diphenhydramine. Administer diphenhydramine injection (30 mg 0.6 cc IM). Initiate prednisone (5 mg 1.5 tablets twice daily). Commence oral diphenhydramine (25 mg twice daily) and omeprazole (10 mg once daily) indefinitely.,0.024
31/12/2012,MN,Siberian Husky,Yes,My dog had a tumor burst and was told to put him down since he would not survive. I did not instead I let him heal and I have been giving him I’m yunity pills and yuan bayiou for the last several months and he is thriving. I have spent 5 thousand on tests and the doctors do not know if he has cancer since his blood work looks great. Every time I go in to the vet they just say oh he is still here. I just want to know if he has cancer because I do not think he does. I know he had a tumor burst and I know he had blood in his abdomen but is it cancer? ,0.024
4/9/16,MN,Golden Retriever,No,Mac is pretty healthy besides suffering from allergies his whole life. This summer is the most it’s been under control in his life with a few flare up’s. He has a few skin bumps I’m unsure about. He also has 2 lumps on his side which the vet said were fatty lumps and not to worry. This testing is more for my peace of mind. ,0.024
7/12/12,NA,Australian Shepherd,No,Lumps under skin,0.024
20/04/2018,M,German Shepherd Dog,No,None ,0.024
1/1/16,F,Australian Shepherd,No,None ,0.024
9/6/14,F,Maltese,Yes, elevated ALT/enzymes. muscle atrophy per owner improving w/PT,0.024
1/1/14,FS,Labrador Retriever,Yes,NA,0.024
29/12/2013,FS,Belgian Shepherd Dog,Yes,Environmental Allergies and Food .,0.024
27/12/2011,FS,Golden Retriever,No,I have no health concerns ,0.024
16/01/2015,F,Portuguese Water Dog,No,NA,0.024
NA,FS,Border Collie,No,None. This is an asymptomatic cancer screening. ,0.024
2/11/16,FS,Chow Chow,No,Occasional vomiting,0.024
15/04/2013,MN,cocker & mini pom mix,No,No specific concerns honestly he seems fine just more cranky if anything.,0.024
29/11/2017,MN,Poodle,No,NA,0.024
7/1/16,M,English Cream Retriever,No,CCL - had surgery in left hind leg now going to need surgery in right ,0.024
22/12/2014,MN,Labrador Retriever,No,NA,0.024
23/09/2013,MN,morkie,Yes,"I think he has fungal sinusitis but the internal medicine doc (1) said they didn't know (2) said they cannot determine ""maybe"" and now (3) they want to put him under radiation but if it's fungal that could be a bad idea.",0.025
13/11/2018,M,Golden Retriever,No,Checking for cancer due to breed,0.025
15/03/2018,M,Golden Retriever,No,Checking for cancer due to breed ,0.025
21/07/2018,FS,Beagle,No,NA,0.025
28/10/2016,FS,Border Collie,No,Previously screened,0.025
14/02/2014,M,Labrador Retriever,Yes,Dewey is 11 & slowing down. A lot of labs get cancer so want to get ahead of it if possible.,0.025
9/3/18,MN,Golden Retriever,Yes,NONE,0.025
17/12/2024,M,Rhodesian Ridgeback,Yes,He has a moveable bump that is growing on his nose. Originally it was a bump at birth but it has grown and is soft feels like a sack of liquid and is moveable. It's about a 1 inch diameter. It is not in his mouth/gums. It is hard to see in the pic. I first thought it was a hair follicul bump as he has others on his face which are normal for Rhodie'sSeems too young for any huge problem but I want to check it out ASAP.,0.025
15/12/2019,NA,Poodle,Yes,NA,0.025
1/10/17,M,goldendoodle,No,None,0.025
15/03/2016,NA,Golden Retriever,No,Just typical old age arthritis etc. Just wanting to do a wellness screen to get her checked out ,0.025
1/3/22,MN,American Staffordshire Terrier,No,None,0.025
19/12/2019,MN,Miniature American Shepherd,No,Raleigh has been having vestibular seizures. He has had 3 episodes - 11/21 2/9 and 4/22. They last less than 3 minutes and he returns to normal after. He mainly freezes up and gets nystagmus and off balance. He has had a full work up with a neurologist including an MRI and CSF tap. I am a GP veterinarian. Neurology suspects idiopathic as the cause and reports he will continue to live a normal happy life since these are short mild widely spaced events. Potential causes which have all been mainly ruled out include mini strokes hypertension cushings disease renal disease hypothyroidism brain tumor etc. Neurology recommended a cancer screen although very unlikely. He just had clear chest and abdomen radiographs and is having an abdominal ultrasound EEG and TEG performed on 5/13 with neurology. He is otherwise completely normal no other comorbidities (a little bit overweight) UTD on vaccines and prevention. He was on simparica trio but we switched to a seresto collar and interceptor because of the seizures. Neurology currently diagnosing this as “idiopathic vestibular epilepsy.” We have not started medication since the events are short and spaced out but a keppra trial is the next option.,0.025
26/06/2016,MN,German Shepherd Dog,Yes,Dramatic Weight Loss in a year (15lb),0.025
29/02/2016,MN,Terrier Mix,No,NA,0.025
6/12/14,FS,Australian Cattle Dog,No,NA,0.025
1/7/14,F,Labrador Retriever,Yes,She has mammary tumors that developed around the time she was diagnosed with hypothyroidism.,0.025
17/01/2017,FS,Lab/Boston Terrier/Staffordshire Mix,No,Poppy was spayed at a young age and I am concerned she is at higher risk for certain cancers,0.025
27/04/2017,FS,Golden Retriever,No,Limp in right hind leg low-normal thyroid level (currently on thyroid supplement) normal diet,0.025
16/05/2018,MN,Labrador Retriever,No,Hip displasia and joints. He’s generally quite healthy. There is no outwardly visible indicators that anything is wrong. However we would like to be proactive here. ,0.025
20/11/2017,MN,Golden Retriever,No,history of ccl tear and small toe mass otherwise wnl,0.025
24/06/2018,F,Labrador Retriever,Yes,NA,0.025
2/7/15,MN,Golden Retriever,No,Senior,0.025
17/12/2020,MN,half schnauzer/ part rat terrier- the rest mix breed,No,He is on urinary diet (hills urinary health c/d) due to bladder crystals that return when off the diet.  He has arthritis- his limbs shake sometimes,0.025
20/07/2016,MN,Havanese,No,NA,0.025
1/4/24,FS,Shepherd Mix,No,NA,0.025
30/07/2024,M,French Bulldog,Yes,Possibly swelling in groin area not sure if infection or something else. Wanted to try this before more drastic diagnostics due to pet anxiousness at vet.,0.025
15/03/2012,MN,Siberian Husky,No,None. ,0.025
4/4/15,MN,Rottweiler,No,chronic ibd ,0.025
27/04/2020,FS,Golden Retriever,Yes,She is a goldendoodle but has more of the golden features. She has had allergies but we are not sure yet what is triggering it so that is why I am also doing cancer screening.,0.025
19/08/2020,MN,Australian Shepherd,No,Want to check overall wellness ,0.025
24/07/2016,FS,Chihuahua,No,Lactating patella,0.025
15/07/2010,MN,German Shepherd Dog,Yes,P has been drinking excessive amounts of water,0.025
1/1/91,MN,mixed,Yes,NA,0.025
9/5/18,F,Golden Retriever,No,She gets benign cysts that don’t resolve or clear.  Frequent biopsies,0.025
29/07/2015,MN,Goldendoodle,No,NA,0.025
6/1/18,MN,Shiba,No,NA,0.025
26/12/2012,F,Golden Retriever,No,Age seven Holly had two TPLO's in one year and a total hip replacement after the first TPLO.  the hip was replaced one week after the first TPLO.  Thoughts are they dropped her off the table from the knee surgery sent her home with a luxated hip. ,0.026
30/08/2012,M,Italian Sighthound,Yes,Some skin discoloration and small sores that take a long time to heal ,0.026
12/4/17,MN,Miniature Pinscher,No,No current health concerns.,0.026
3/7/17,MN,Chihuahua,Yes,Lump on leg,0.026
31/07/2023,MN,Golden Retriever,No,Skin conditions unknown/ trying to test for cancer early just in case ,0.026
27/06/2017,NA,Rottweiler,Yes,None,0.026
30/01/2010,FS,Yorkshire Terrier,Yes,Swollen lymph nodes.  Also she is mixed breed Yorkie and bichon.  ,0.026
5/1/18,MN,Pyrenean Mountain Dog,No,NA,0.026
31/01/2013,FS,Yorkshire Terrier,No,NA,0.026
31/12/2016,FS,Labrador Retriever,No,None ,0.026
21/09/2016,FS,american bully,No,hives,0.026
5/5/19,MN,French Bulldog,No,Paralysis due to IVDD. No other health issues at the moment ,0.026
7/5/21,FS,German Shepherd Dog,No,none,0.026
20/04/2019,FS,American Staffordshire Terrier,Yes,None,0.026
10/9/14,M,mixed,No,NA,0.026
28/11/2020,MN,Bernese Mountain Dog,No,NA,0.026
1/3/24,M,Pyrenean Mountain Dog,No,None,0.026
2/3/18,M,NA,No,Want him to live a long healthy life ,0.026
4/11/17,FS,Pitbull ,No,NA,0.026
2/1/16,F,Jack Russell Terrier,No,wellness screen,0.026
1/5/12,MN,Pomeranian,No,Potato is diagnosed with a degenerative heart condition and is on the following medications — Vetemedin  Ursodiol & Enalapril,0.026
12/10/19,MN,Golden Retriever,No,Some allergies. Healthy but wanted to test just incase. ,0.026
4/10/16,MN,Labradoodle,No,Has previously had MCT. ,0.026
21/06/2016,MN,Rhodesian Ridgeback,No,NA,0.026
5/5/13,FS,German Shepherd Dog,No,Loss of weight,0.026
11/2/18,F,Australian Silky Terrier,No,She's unfixed and her lower boobies seem a little swollen and pinkish.. She also has allergies which may contribute to a challenged immune system.,0.026
10/12/15,M,Hungarian Short-Haired Pointer (Vizsla),Yes,Cries sometimes after eating,0.026
16/09/2016,M,English Springer Spaniel,No,NA,0.026
11/9/16,M,Rottweiler,No,urine sample came back with pretty high protein and ph level,0.026
8/2/15,FS,Australian Cattle Dog,Yes,OA lethargy changes in behavior,0.026
22/05/2018,FS,Mixed,No,NA,0.026
3/5/15,F,German Short- Haired Pointing Dog,No,NA,0.026
1/3/17,F,Golden Retriever,No,NA,0.026
31/07/2020,MN,Golden Retriever,No,No,0.027
2/11/12,FS,Chow Chow,No,Not many health concerns except that she hacks up occasionally. This is mostly just a wellness screening. ,0.027
31/12/1111,NA,Labrador Retriever,No,Arthritis and dysplasia ,0.027
20/07/2021,NA,Australian Shepherd,No,NA,0.027
21/03/2014,NA,Labrador Retriever,No,NA,0.027
5/5/12,MN,terrier mix,No,NA,0.027
10/3/17,M,Pug,No,NA,0.027
16/11/2012,FS,Siberian Husky,No,NA,0.027
30/01/2014,MN,mix,No,NA,0.027
17/08/2022,MN,Golden Retriever,No,He's a rescue has some allergies but mainly want to be proactive about cancer.,0.027
8/12/14,NA,American Staffordshire Terrier,Yes,Lumps all over and and gulps when swallowing. ,0.027
4/10/18,M,German Shepherd Dog,No,Preventative maintenance,0.027
3/12/11,FS,Golden Retriever,Yes,NA,0.027
1/1/11,MN,Bull Terrier,No,He is pretty good health but he had a suspicious hemangioma last year that was removed but I want to keep monitoring. ,0.027
24/11/2014,NA,Golden Retriever,Yes,Old age joint health,0.027
9/10/18,M,Bull Terrier,Yes,lumps lethargic pain runny diarrhea frequently ,0.027
16/04/2017,MN,Golden Retriever,No,Skin allergies,0.027
23/04/2013,FS,Golden Retriever,No,NA,0.027
11/6/14,F,Poodle,Yes,sebaceous adenitis ACEIS (adrenal cortisol estrogen imbalance syndrome like an adrenal insufficiency)  pancreatitis (currently asymptomatic) microbiome imbalance now she has a mass on the upper inner thigh about 3 cm x 3 cm ,0.027
16/08/2014,F,Hungarian Short-Haired Pointer (Vizsla),No,NA,0.027
29/06/2024,M,French Bulldog,No,Epileptic; Dermatitis,0.027
1/1/61,M,Staffordshire Bull Terrier,Yes,AFAST:  Large amount of free fluid in abdomen several cavitated masses seen on liver and one seen on spleen abdominocentesis confirmed hemoabdomen Venous PCV 24%,0.027
9/6/16,F,Golden Retriever,No,NA,0.027
22/12/2017,M,Schnoodle,No,NA,0.027
28/01/2019,FS,Siberian Husky,No,NA,0.027
25/04/2018,MN,Poodle,No,NA,0.027
31/12/1041,F,Cavalier King Charles Spaniel,No,NA,0.027
18/07/2016,FS,Golden Retriever,No,NA,0.027
1/1/15,FS,Brittany Spaniel,No,NA,0.027
1/3/22,FS,Golden Retriever,Yes,No issues just want to check ,0.028
1/6/17,MN,Great Dane,Yes,Low RBC count,0.028
20/04/2016,FS,American Staffordshire Terrier,No,some skin irritation  injured shoulder ,0.028
30/06/2015,MN,Boxer,No,mild arthritis digestive issues,0.028
10/10/18,FS,Flat Coated Retriever,No,High-risk-for-cancer breed,0.028
26/03/2019,MN,Golden Retriever,No,None,0.028
NA,MN,Golden Retriever,No,N/A,0.028
7/3/18,M,American Foxhound,No,NA,0.028
9/3/21,FS,German Shepherd/Great Pyrenees/Pitbull ,No,She has been limping on front leg but think it's a cracked nail. But last dog got bone cancer in front leg at 12yrs. So always paranoid about cancer,0.028
22/04/2013,MN,american bulldog,Yes,Lameness,0.028
2/7/13,F,Hungarian Short-Haired Pointer (Vizsla),No,Multiple mammory masses and dermal masses,0.028
17/08/2011,FS,yellow lab pit bull and chow,No,diabetic was diagnosed with internal bleeding 3/5/2025,0.028
26/05/2016,FS,Flat Coated Retriever,No,Cancer-prone breed,0.028
15/02/2015,MN,Labrador Retriever,No,arthritis small lump along rib cage lipoma diagnosis by vet,0.028
8/3/16,MN,Chihuahua,No,NA,0.028
11/12/16,FS,Labrador Retriever,No,Obesity,0.028
24/05/2012,NA,Australian Shepherd,No,No concerns breed has tendency to get hemangiosarcoma. ,0.028
9/8/13,M,Chihuahua,Yes,Bloat difficulty swallowing wheezing inability to lose weight even when dieting,0.028
29/08/2013,FS,Samoyed,No,Bumps on dog maybe due to age,0.028
01/01/1072,MN,Labrador Retriever,No,no concerns just wellness,0.028
1/9/09,FS,Border Collie,No,NA,0.028
9/11/20,FS,Poodle,No,NA,0.028
27/11/2022,M,American Staffordshire Terrier,Yes,None,0.029
16/09/2019,FS,Rhodesian Ridgeback,No,NA,0.029
13/12/2017,M,Golden Retriever,No,NA,0.029
9/3/14,MN,Golden Retriever,No,NA,0.029
11/1/13,M,Cocker Spaniel,No,Jack has always been very healthy. He has hypothyroid and he had undiagnosed glaucoma of his left eye the eye cannot have its cataract removed because he would risk losing the eye. He does have a slight cataract in the right eye and he is bradycardic at 60 bpm which couldn’t be related to the drops he uses but he has a great appetite eating drinking he takes librela monoclonal antibody shots once a month for the arthritis in his paws and he is definitely the outlier has worked quite well,0.029
26/05/2017,MN,Labrador Retriever,No,Spinal arthritis,0.029
31/12/1006,MN,Irish Terrier,Yes,New lumps and bumps.  Long term prednisone use 3.5mg for rhinitis. ,0.029
24/03/2012,FS,Maltese,Yes,She's lost about 2 lbs since Noveber 2024 which is when we discovered she has pancreatitis. No matter how much she eats she can't gain the weight back. She's also still been vomiting ever few days or every week. She's been suspected to also have inflammation in the small intestine and we suspect an intolerance to the amount of sweet potato in her diet (although no other low fat diet has worked for her either). One of our vets suggested we do this cancer screening.,0.029
3/4/24,FS,French Bulldog,No,No concerns,0.029
15/05/2020,MN,Golden Retriever,No,No concerns - precautionary check as goldens are highly susceptible to cancer.,0.029
18/02/2013,F,American Staffordshire Terrier,No,NA,0.029
8/4/15,NA,Welsh Corgi (Pembroke),Yes,Thankfully - none,0.029
3/2/18,FS,Border Collie,No,Kidney function,0.029
20/12/2021,FS,Black Mouth Cur,No,NA,0.029
17/06/2017,F,Golden Retriever,No,NA,0.029
1/1/11,MN,mixed,No,Arthritis ,0.029
15/09/2016,MN,Akita,No,None,0.029
12/12/13,MN,Flat Coated Retriever,No,NA,0.029
14/02/2014,F,Rottweiler,Yes,We have discovered a harder solid and round mass distal and deep to her left floating rib. ,0.029
4/1/18,MN,Australian Shepherd,No,None,0.029
1/1/15,MN,Golden Retriever,No,Just to do wellness,0.029
19/06/2024,M,Western Shepherd ,No,He has close relatives who died of cancer at 3-4 years old ,0.03
9/11/20,MN,Dalmatian,No,none,0.03
11/12/13,MN,Chihuahua,No,No specific health concerns.,0.03
14/04/2018,FS,Shih Tzu,No,Allergies ,0.03
26/01/2017,F,Irish Red Setter,No,White blood cell count was a little high on the last urine test,0.03
11/9/17,NA,German Short- Haired Pointing Dog,No,Has had red yeast infections in past on belly but controlled w baths,0.03
14/02/2016,FS,American Staffordshire Terrier,No,None,0.03
5/7/20,FS,American Staffordshire Terrier,No,NA,0.03
30/07/2016,FS,Golden Retriever,No,Allergies (on immunotherapy) GERD,0.03
10/9/21,MN,Hungarian Short-Haired Pointer (Vizsla),No,General concerns about common breed issues (e.g cancers),0.03
15/09/2019,F,Chihuahua,No,none,0.03
2/4/22,NS,Maltese,No,None,0.03
4/7/17,MN,German Shepherd Dog,No,NA,0.03
9/6/16,NA,Golden Retriever,No,NA,0.03
28/03/2017,FS,Collie Rough,No,NA,0.03
19/06/2020,M,Golden Retriever,No,NA,0.03
25/11/2013,MN,Labrador Retriever,Yes,Englarged lymph nodes ,0.03
1/8/12,MN,Chihuahua,No,none,0.03
29/12/2009,MN,Bichon Frise,No,NA,0.03
15/12/2022,F,Siberian Husky,No,NA,0.03
6/4/21,MN,Golden Retriever,No,Recent back pain and muscle spasms ,0.031
1/4/25,MN,Golden Retriever,No,Mild arthritis,0.031
18/04/2017,FS,Pyrenean Mountain Dog,Yes,Very low blood Platelets ,0.031
3/11/19,M,Labrador Retriever,No,Sensitive skin and stomach,0.031
1/3/14,FS,NA,No,NA,0.031
1/2/25,NA,Bull Terrier,No,Babaisia ,0.031
1/3/20,M,Golden Retriever,No,Lando is a mixed breed (50% golden retriever other half part Argentine Doggo/Australian Koolie). He has dermatitis (solar) - we're concerned about it becoming skin HSA. He also seems to be aging prematurely. We've had two golden/golden mix prior who have had cancer so we're trying to be proactive.,0.031
3/10/21,M,bernedoodle,No,NA,0.031
15/08/2019,MN,Siberian Husky,No,NA,0.031
2/4/19,F,Golden Retriever,No,Mild elevation of NT-proBNP blood test; moderate increase in epithelial cells in urine; gastrointestinal sensitivity,0.031
26/09/2020,FS,shephard mix,Yes,None,0.031
11/11/19,NA,German Shepherd Dog,No,None,0.031
26/12/2019,MN,Labrador Retriever,No,NA,0.031
1/7/14,F,beagle mix,No,Wellness has small mass on her side,0.031
6/1/21,MN,Golden Retriever,Yes,Healthy Golden  Birth mother died of cancer.,0.031
21/08/2023,M,Labrador Retriever,Yes,Family has cancer in it,0.031
11/9/17,M,Golden Retriever,No,lumps,0.031
3/3/17,MN,pitbull,Yes,NA,0.031
9/2/17,MN,Labradoodle,Yes,Coughing allergies possible lump on spine in xrays,0.031
1/1/60,M,Greyhound,No,digestion,0.031
7/9/16,M,NA,No,No health concerns but also want a cancer screen,0.031
28/02/2013,MN,Golden Retriever,No,lipomas Hematochezia,0.031
1/4/13,MN,Beagle,No,Has occasional seizures (~8-9 per year),0.031
19/05/2017,MN,bully breed,No,NA,0.031
2/12/21,F,Poodle,No,NA,0.031
1/2/18,MN,Labrador Retriever,Yes,Has many lumpsalso excessive peeing and drinking,0.032
5/5/13,NA,Yorkshire Terrier,Yes,Advanced Age,0.032
22/01/2022,MN,Goldendoodle,No,None,0.032
31/10/2020,MN,Labrador Retriever,Yes,Allergies and occasionally seizures (post vomiting) ,0.032
6/5/14,M,toy miniature schnauzer,No,He has a small growth (slow growing and smaller than a pearl) I just want to be sure it’s ok.,0.032
1/9/17,FS,Australian Cattle Dog,No,No current health concerns. ,0.032
31/01/2017,F,Australian Shepherd,No,Occasional UTIs,0.032
8/8/20,FS,German Shepherd Dog,No,Not as much energy as normal,0.032
3/5/19,FS,Border Collie,No,None,0.032
18/09/2021,NA,Golden Retriever,No,NA,0.032
26/02/2014,MN,Pug,No,Possible development of cognitive dysfunction syndrome,0.032
19/09/2016,NA,Labrador Retriever,No,NA,0.032
24/02/2021,MN,mixed,No,Joint issues,0.032
29/10/2023,M,French Bulldog,No,N/a,0.032
28/05/2023,MN,Golden Retriever,No,NA,0.032
9/3/16,MN,Cocker Spaniel,No,NA,0.032
14/04/2017,M,NA,Yes,enlarged prostate kidney and mouth issues dark skin spots,0.032
30/10/2023,F,Golden Retriever,No,NA,0.032
1/6/19,FS,Pomeranian,No,Weight management,0.032
27/05/2018,MN,Welsh Corgi (Pembroke),No,Idiopathic vasculitis unilateral KCS von willebrands benign mass removed several years ago   ,0.032
31/10/2015,FS,NA,No,NA,0.032
28/08/2010,NA,Bichon Frise,No,Completely blind ,0.032
NA,FS,English Springer Spaniel,No,spleen misshapened  small polyp in Pyloris ,0.032
14/03/2019,M,Golden Retriever,No,Hypothyroid,0.032
28/07/2017,FS,Golden Retriever,No,None,0.032
3/2/23,M,German Shepherd Dog,Yes,NA,0.032
14/02/2018,NA,Golden Retriever,No,NA,0.032
12/10/18,MN,Golden Retriever,No,Currently being treated for blastomycosis. Want to know if there are any other issues brewing ,0.033
14/02/2011,M,mix,No,Checking for cancer because of age,0.033
26/04/2022,FS,Shih Tzu,No,NA,0.033
31/08/2014,FS,Labrador Retriever,No,None,0.033
10/5/15,MN,German Shepherd Dog,No,NA,0.033
18/08/2011,M,malshi,No,Has kidney disease and arthritis,0.033
18/02/2025,F,Boxer,Yes,Increase in lumps ,0.033
11/5/23,M,Doberman Pitbull,No,NA,0.033
10/10/15,FS,Chihuahua,No,NA,0.033
24/06/2014,FS,Dutch Shepherd Dog,No,Arthritis hip dysplasia spondylosis,0.033
1/1/13,FS,spaniel mix,No,popliteal lymph nodes a bit prominent / barely enlarged ; some chronic coughing lately ,0.033
16/02/2021,FS,Mixed breed,Yes,NA,0.033
10/3/16,MN,Cocker Spaniel,No,NA,0.033
1/6/24,FS,Cavalier King Charles Spaniel,No,Special diet for bladder stones vetmedin low dose for murmur,0.033
13/07/2020,MN,American Staffordshire Terrier,No,none at this time,0.033
31/12/2014,MN,Border Collie Mix,No,High liver values,0.033
2/11/12,F,German Shepherd Dog,Yes,Our dog has had oestosarcoma in her leg which was removed,0.033
18/09/2016,MN,mixed,No,NA,0.033
15/03/2014,NA,Whippet,No,Lack of appetite joint pain,0.033
28/10/2014,FS,Golden Retriever,Yes,bad breath slower getting older quits walks earlier than she used to (could be old age),0.033
2/12/11,MN,Labrador Retriever,Yes,Slowing down several subcutaneous masses. ,0.033
1/2/24,FS,American Bully,Yes,Previous Mast cell tumor removed.,0.033
15/05/2018,M,Golden Retriever,No,NA,0.033
31/12/1011,FS,mix,No,NA,0.033
31/10/2015,FS,Australian Shepherd,No,NA,0.033
26/07/2014,NA,American Staffordshire Terrier,No,NA,0.034
21/09/2013,NA,Golden Retriever,Yes,Old age,0.034
15/09/2018,M,Bullmastiff,No,none,0.034
16/05/2017,M,Golden Retriever,Yes,NA,0.034
15/07/2020,FS,goldendoodle,No,seasonal allergies,0.034
3/1/19,FS,Golden Retriever,No,NA,0.034
5/4/14,F,Golden Retriever,Yes,NA,0.034
3/8/12,FS,NA,No,NA,0.034
1/10/17,FS,Cairn Terrier,No,NA,0.034
12/7/14,MN,mix,Yes,Diabetic,0.034
11/9/22,M,Korea Jindo Dog,No,NONE,0.034
27/07/2017,MN,American Cocker Spaniel,No,NA,0.034
8/12/22,FS,Bernese Mountain Dog,No,Overall wellness ,0.034
11/7/17,NA,Golden Retriever,No,NA,0.034
1/2/20,NA,German Shepherd Dog,No,She was spayed very young so doing this proactively ,0.034
5/11/16,MN,Rottweiler,No,NA,0.034
19/05/2021,MN,english mastiff,No,He is very anxious.  I have difficulty getting a good stool from him he is being treated for allergies.  We've had 3 previous English Mastiffs and all have had cancer.,0.034
15/02/2018,NA,Basset Hound,No,Littermate had cancer,0.034
12/9/20,MN,Golden Retriever,No,none,0.034
2/2/13,FS,terrier mix,No,n/a,0.034
13/09/2013,FS,Chihuahua,No,Patella dislocation/anal gland abscess/heart murmur,0.034
10/3/17,FS,Golden Retriever,No,Goldens' have such a reduced life span I am concerned about cancer and health as she has stomach issues allergies etc.,0.034
3/8/11,MN,Miniature Schnauzer,No,Arthritis obese dental disease,0.034
16/03/2015,FS,Mixed Breed,No,NA,0.034
27/08/2013,FS,Yorkshire Terrier,Yes,She has a heart murmur grade 3. Has mvd,0.034
29/09/2016,F,American Staffordshire Terrier,Yes,Getting older had a mass removed in august,0.034
27/10/2016,MN,American Pit Bull Terrier,No,NA,0.034
11/12/13,MN,American Staffordshire Terrier,No,NA,0.034
27/07/2018,FS,NA,No,NA,0.034
29/01/1995,MN,Griffon Bruxellois,No,NA,0.035
12/6/21,M,Golden Retriever,No,N/A,0.035
23/12/2012,FS,English Springer Spaniel,Yes,Just age related issues,0.035
23/07/2013,FS,Maltese,No,NA,0.035
10/7/18,M,Golden Doodle,No,Dry eye,0.035
17/12/2018,M,Labrador Retriever,No,We just wanted to do a pre screen of our dog to know if he may carry any cancerous jeans.,0.035
1/4/14,M,Norfolk Terrier,Yes,blood in urine cloudy eyes,0.035
25/08/2016,MN,Dobermann,Yes,Has been lethargic for a couple of months. Hind quarters weak.,0.035
1/11/21,F,German Shepherd Dog,No,none,0.035
2/12/10,MN,Golden Retriever,Yes,potential cancer nodule in lung and on foot,0.035
12/10/19,MN,White Swiss Shepherd Dog,No,Right rear torn CCL s/p surgical repair lingering pain,0.035
1/3/17,MN,American Pit Bull Terrier,No,Cancer due to age and breed mix,0.035
2/9/22,M,Golden Retriever,Yes,Breed concerns for cancer. ,0.035
13/02/2014,FS,NA,No,NA,0.035
26/04/2011,NA,Golden Retriever,Yes,Dog has a large growth the size of a softball under his armpit slowing down has a cough,0.035
23/01/2014,F,Shetland Sheepdog,No,None,0.035
4/5/12,MN,Labrador Retriever,No,About to do a stem cell treatment for osteoarthritis want to do a cancer screen before we proceed,0.035
25/02/2015,MN,Poodle,No,Immune mediated Myositis and Copper storage hepatopathy,0.035
27/11/2020,FS,German Shepherd Dog,No,none ,0.035
28/01/2015,MN,mix,Yes,He has a lot of fatty tumors. We have had them all checked but now he is getting older and I worry he could get cancer. ,0.035
27/11/2014,MN,Labrador Retriever,No,None,0.035
1/6/19,F,American Staffordshire Terrier,Yes,NA,0.035
1/4/12,M,Cairn Terrier,No,NA,0.035
10/10/13,MN,Dachshund,Yes,He is old and I have lost dogs to cancer and just want to check,0.035
1/3/20,NA,Australian Shepherd,No,NA,0.035
1/1/13,FS,Australian Cattle Dog,No,NA,0.035
15/01/2015,FS,Curr Mix,No,My dog Diana does not currently show signs of having cancer or being sick. I’m just being proactive and if there were a health problem I would want to address it at an early stage.,0.036
10/10/16,MN,Bulldog,No,NA,0.036
13/07/2015,MN,Dalmatian,Yes,losing/thinning fur lumps,0.036
31/12/1122,MN,Great Pyreneese,No,No health concerns,0.036
18/06/2018,FS,French Bulldog,No,Has IBD and currently has blood in urine from what vet believes is a tenacious UTI,0.036
27/06/2019,F,Golden Retriever,No,None,0.036
